"*metacsv_format_file*"
"dataset_name",""
"source_file_name",""
"project_name",""
"description",""
"keywords",""
"data_source",""
"r_script_source",""
"file_creation_date",""
"last_modified_date",""
"version_number",""
"version_history",""
"editor_name_history",""
"data_collection_start_date",""
"data_collection_end_date",""
"data_collection_location",""
"data_entered_by",""
"data_contributor",""
"data_owner",""
"data_point_of_contact",""
"archive_link",""
"how_to_cite",""
"acknowledgements",""
"***"
"variable_name","variable_long_name","units","description","data_type","format","missing_value_indicator","instrument","variable_min","variable_max"
"Date","","","","","","","","",""
"Initials","","","","","","","","",""
"Moats","","","","","","","","",""
"Fed","","","","","","","","",""
"Algae/EZ larva","","","","","","","","",""
"Artemia","","","","","","","","",""
"Artemia Counts (Avg/mL)","","","","","","","","",""
"Cleaned","","","","","","","","",""
"Morts","","","","","","","","",""
"Survival rate","","","","","","","","",""
"Overall survival rate","","","","","","","","",""
"Molts","","","","","","","","",""
"Estimated live","","","","","","","","",""
"Estimated survival","","","","","","","","",""
"Notes","","","","","","","","",""
"DateOfPresPOSIX","","","","","","","","",""
"Day","","","","","","","","",""
"###"
"Date","Initials","Moats","Fed","Algae/EZ larva","Artemia","Artemia Counts (Avg/mL)","Cleaned","Morts","Survival rate","Overall survival rate","Molts","Estimated live","Estimated survival","Notes","DateOfPresPOSIX","Day"
2019-10-28,"KR",2,NA,NA,NA,NA,NA,1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",3,NA,NA,NA,NA,NA,1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",4,NA,NA,NA,NA,NA,4,0.95,0.95,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",5,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",6,NA,NA,NA,NA,NA,0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",7,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",8,NA,NA,NA,NA,NA,0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",10,NA,NA,NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",11,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",12,NA,NA,NA,NA,NA,0,1,1,"x",NA,NA,NA,2019-09-12,46
2019-10-28,"KR",13,NA,NA,NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,46
2019-10-30,"KR",1,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",2,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",3,NA,NA,NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",4,NA,NA,NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",5,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",6,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",7,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",8,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,2019-09-12,48
2019-10-30,"KR",10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,2019-09-12,48
2019-10-30,"KR",11,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,48
2019-10-30,"KR",12,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,2019-09-12,48
2019-10-30,"KR",13,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,2019-09-12,48
